PLACENS,GEOID,NAMELSAD,CLASSFP,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,OBJECTID *,SHAPE *
02391114,3664881,Saltaire village,C1,A,602907,132675,+40.6380715,-73.1947175,474,Polygon
02391115,3665035,Sands Point village,C1,A,10929014,3570687,+40.8534295,-73.7035856,475,Polygon
02391116,3665068,Sandy Creek village,C1,A,3493656,0,+43.6433731,-76.0863342,476,Polygon
02391117,3665233,Saranac Lake village,C1,A,7539280,642616,+44.3259424,-74.1309291,477,Polygon
00979462,3665255,Saratoga Springs city,C5,A,72687552,2091297,+43.0677039,-73.7781421,478,Polygon
02391118,3665288,Saugerties village,C1,A,4619269,1234866,+42.0741879,-73.9418533,479,Polygon
02391119,3665354,Savona village,C1,A,2692543,0,+42.2830737,-77.2236497,480,Polygon
02391120,3665431,Scarsdale village,C1,A,17288625,20853,+40.9936138,-73.7772011,481,Polygon
02391121,3665475,Schaghticoke village,C1,A,1963507,609001,+42.9014274,-73.5895999,482,Polygon
00979468,3665508,Schenectady city,C5,A,27991725,439193,+42.8026407,-73.9271999,483,Polygon
02391122,3665585,Schoharie village,C1,A,4295222,2552,+42.6666303,-74.3133042,484,Polygon
02391123,3665750,Schuylerville village,C1,A,1380507,140897,+43.1009767,-73.5812426,485,Polygon
02391124,3665893,Scotia village,C1,A,4372005,253743,+42.8320136,-73.9604019,486,Polygon
02391125,3665959,Scottsville village,C1,A,2804383,13158,+43.0222765,-77.7533775,487,Polygon
02391126,3666047,Sea Cliff village,C1,A,2887408,2192567,+40.8461577,-73.6504304,488,Polygon
02391128,3666663,Sharon Springs village,C1,A,4731321,0,+42.7930065,-74.6128350,489,Polygon
02391129,3666883,Sherburne village,C1,A,3935044,0,+42.6806479,-75.4964990,490,Polygon
02391130,3666949,Sherman village,C1,A,2103421,0,+42.1592335,-79.5942526,491,Polygon
00979493,3666993,Sherrill city,C1,A,5986679,0,+43.0704387,-75.5992157,492,Polygon
02391131,3667191,Shoreham village,C1,A,1175951,0,+40.9570970,-72.9070537,493,Polygon
02391132,3667257,Shortsville village,C1,A,1633008,0,+42.9556453,-77.2226322,494,Polygon
02391133,3667334,Sidney village,C1,A,6163875,111771,+42.3083377,-75.3977886,495,Polygon
02391134,3667411,Silver Creek village,C1,A,2977189,6643,+42.5411553,-79.1689949,496,Polygon
02391135,3667466,Silver Springs village,C1,A,2466485,69980,+42.6600892,-78.0844627,497,Polygon
02391136,3667488,Sinclairville village,C1,A,4205477,0,+42.2653418,-79.2590380,498,Polygon
02391137,3667510,Skaneateles village,C1,A,3686099,825384,+42.9472819,-76.4284879,499,Polygon
02391138,3667638,Sleepy Hollow village,C1,A,5809691,7674772,+41.0975142,-73.8696410,500,Polygon
02391139,3667686,Sloan village,C1,A,2020127,16234,+42.8922311,-78.7915367,501,Polygon
02391140,3667708,Sloatsburg village,C1,A,6471761,99648,+41.1620458,-74.1908730,502,Polygon
02391141,3668099,Smyrna village,C1,A,632353,0,+42.6869248,-75.5686886,503,Polygon
02391142,3668209,Sodus village,C1,A,2437025,0,+43.2371019,-77.0627526,504,Polygon
02391143,3668242,Sodus Point village,C1,A,3796340,15500,+43.2644997,-76.9959616,505,Polygon
02391144,3668286,Solvay village,C1,A,4185853,0,+43.0570587,-76.2122833,506,Polygon
02391151,3668462,Southampton village,C1,A,16881857,2362253,+40.8766173,-72.4030895,507,Polygon
02391145,3668610,South Blooming Grove village,C1,A,12095747,86164,+41.3736955,-74.1670298,508,Polygon
02391146,3668847,South Corning village,C1,A,1597196,0,+42.1261819,-77.0355600,509,Polygon
02391147,3668891,South Dayton village,C1,A,2604881,0,+42.3628265,-79.0509929,510,Polygon
02391148,3669023,South Floral Park village,C1,A,251922,0,+40.7135069,-73.7004415,511,Polygon
02391149,3669078,South Glens Falls village,C1,A,3518293,341616,+43.2944096,-73.6336357,512,Polygon
02391150,3669441,South Nyack village,C1,A,1560442,2794009,+41.0796809,-73.9171081,513,Polygon
02391152,3670123,Speculator village,C1,A,115536869,6720589,+43.5760404,-74.3562318,514,Polygon
02391153,3670167,Spencer village,C1,A,2681206,35035,+42.2150846,-76.4946850,515,Polygon
02391154,3670189,Spencerport village,C1,A,3580010,83464,+43.1883805,-77.8074338,516,Polygon
02391155,3670420,Spring Valley village,C1,A,5200992,5474,+41.1145669,-74.0487124,517,Polygon
02391156,3670442,Springville village,C1,A,9531700,24517,+42.5080670,-78.6693613,518,Polygon
02391158,3670618,Stamford village,C1,A,3451400,22859,+42.4091034,-74.6170321,519,Polygon
02391159,3671267,Stewart Manor village,C1,A,523768,0,+40.7201177,-73.6854116,520,Polygon
02391160,3671322,Stillwater village,C1,A,3258267,527123,+42.9465394,-73.6392660,521,Polygon
02391161,3671894,Suffern village,C1,A,5431424,83599,+41.1119828,-74.1413819,522,Polygon
02391162,3672521,Sylvan Beach village,C1,A,1778071,54745,+43.2066518,-75.7214313,523,Polygon
00979539,3673000,Syracuse city,C5,A,64903077,1507055,+43.0409981,-76.1435544,524,Polygon
02391163,3673143,Tannersville village,C1,A,2896419,84748,+42.1938553,-74.1344330,525,Polygon
02391164,3673176,Tarrytown village,C1,A,7603008,7130089,+41.0652048,-73.8662575,526,Polygon
02391165,3673517,Theresa village,C1,A,3271225,157210,+44.2155411,-75.7959404,527,Polygon
02391166,3673605,Thomaston village,C1,A,1045477,0,+40.7875197,-73.7151584,528,Polygon
02391167,3674023,Tivoli village,C1,A,3993991,13434,+42.0544590,-73.9172036,529,Polygon
00979550,3674166,Tonawanda city,C5,A,9850438,745856,+43.0119350,-78.8834425,530,Polygon
00979559,3675484,Troy city,C5,A,26825731,1811726,+42.7358118,-73.6753209,531,Polygon
02391168,3675506,Trumansburg village,C1,A,3592819,11001,+42.5403060,-76.6635842,532,Polygon
02391169,3675583,Tuckahoe village,C1,A,1556633,0,+40.9531469,-73.8229443,533,Polygon
02391170,3675627,Tully village,C1,A,1892033,0,+42.7981864,-76.1102371,534,Polygon
02391171,3675671,Tupper Lake village,C1,A,5416416,113911,+44.2298213,-74.4618533,535,Polygon
02391172,3675682,Turin village,C1,A,2657765,0,+43.6291789,-75.4106719,536,Polygon
02391173,3675803,Tuxedo Park village,C1,A,6881308,1464824,+41.1970240,-74.2103910,537,Polygon
02391174,3676001,Unadilla village,C1,A,2684680,126557,+42.3274157,-75.3148887,538,Polygon
02391175,3676155,Union Springs village,C1,A,4527894,37998,+42.8466746,-76.6861391,539,Polygon
02391176,3676210,Unionville village,C1,A,791886,0,+41.3015230,-74.5621778,540,Polygon
02391177,3676331,Upper Brookville village,C1,A,11133146,0,+40.8474989,-73.5629008,541,Polygon
02391178,3676386,Upper Nyack village,C1,A,3165384,8146552,+41.1209539,-73.9107795,542,Polygon
00979575,3676540,Utica city,C5,A,43310457,662078,+43.0963822,-75.2259832,543,Polygon
02391179,3676617,Valatie village,C1,A,3248435,31174,+42.4130805,-73.6777589,544,Polygon
02391180,3676672,Valley Falls village,C1,A,1200321,64709,+42.9006205,-73.5625075,545,Polygon
02391182,3676705,Valley Stream village,C1,A,9007439,44613,+40.6647468,-73.7049022,546,Polygon
02391184,3677112,Vernon village,C1,A,2449843,8875,+43.0791945,-75.5385608,547,Polygon
02391185,3677376,Victor village,C1,A,3539088,0,+42.9820858,-77.4098291,548,Polygon
02391186,3677431,Victory village,C1,A,1361018,0,+43.0918568,-73.5917585,549,Polygon
02391187,3677519,Village of the Branch village,C1,A,2460523,80647,+40.8533680,-73.1822300,550,Polygon
02391188,3677684,Voorheesville village,C1,A,5539441,12385,+42.6536623,-73.9342681,551,Polygon
02391189,3677728,Waddington village,C1,A,5646249,485067,+44.8613241,-75.1972282,552,Polygon
02391190,3677849,Walden village,C1,A,5097343,212003,+41.5599521,-74.1882416,553,Polygon
02391191,3678036,Walton village,C1,A,3994681,150689,+42.1698107,-75.1304780,554,Polygon
02391192,3678113,Wampsville village,C1,A,2652795,18713,+43.0773955,-75.7114752,555,Polygon
02391193,3678168,Wappingers Falls village,C1,A,2903230,204891,+41.5981561,-73.9169449,556,Polygon
02391194,3678333,Warsaw village,C1,A,10633987,0,+42.7429111,-78.1412927,557,Polygon
02391195,3678355,Warwick village,C1,A,6283258,10064,+41.2552441,-74.3547216,558,Polygon
02391196,3678465,Washingtonville village,C1,A,6573775,35333,+41.4284811,-74.1585738,559,Polygon
02391197,3678520,Waterford village,C1,A,732551,194162,+42.7920683,-73.6788271,560,Polygon
02391198,3678553,Waterloo village,C1,A,5586610,121286,+42.9045862,-76.8590234,561,Polygon
00979604,3678608,Watertown city,C5,A,23393545,919752,+43.9732923,-75.9100391,562,Polygon
02391199,3678663,Waterville village,C1,A,3667090,0,+42.9305892,-75.3802016,563,Polygon
00979606,3678674,Watervliet city,C5,A,3475039,335920,+42.7248832,-73.7070106,564,Polygon
02391200,3678696,Watkins Glen village,C1,A,4040783,992907,+42.3805488,-76.8669872,565,Polygon
02391201,3678806,Waverly village,C1,A,5916356,68999,+42.0127240,-76.5400065,566,Polygon
02391202,3678850,Wayland village,C1,A,2925637,149781,+42.5628452,-77.5958729,567,Polygon
02391203,3678960,Webster village,C1,A,5705065,601,+43.2163870,-77.4219000,568,Polygon
02391204,3679015,Weedsport village,C1,A,2526906,0,+43.0481240,-76.5636075,569,Polygon
02391205,3679081,Wellsburg village,C1,A,1471379,22701,+42.0133108,-76.7300337,570,Polygon
02391206,3679092,Wellsville village,C1,A,6278604,0,+42.1207047,-77.9457299,571,Polygon
02391207,3679174,Wesley Hills village,C1,A,8682112,60545,+41.1575772,-74.0790122,572,Polygon
02391212,3679444,Westbury village,C1,A,6069815,0,+40.7598798,-73.5891846,573,Polygon
02391208,3679499,West Carthage village,C1,A,3386416,253074,+43.9736228,-75.6215605,574,Polygon
02391213,3679939,Westfield village,C1,A,9800226,0,+42.3218262,-79.5747653,575,Polygon
02391214,3680181,Westhampton Beach village,C1,A,7615801,172601,+40.8069724,-72.6450716,576,Polygon
02391209,3680186,West Hampton Dunes village,C1,A,810003,139779,+40.7787695,-72.7067325,577,Polygon
02391210,3680203,West Haverstraw village,C1,A,3932326,57171,+41.2063060,-73.9867816,578,Polygon
02391211,3681292,West Winfield village,C1,A,2360045,0,+42.8837833,-75.1913755,579,Polygon
02391215,3681622,Whitehall village,C1,A,14606125,2982631,+43.5460125,-73.4337780,580,Polygon
00979637,3681677,White Plains city,C5,A,25217999,318753,+41.0238004,-73.7510485,581,Polygon
02391216,3681710,Whitesboro village,C1,A,2718396,0,+43.1239847,-75.2966876,582,Polygon
02391217,3681831,Whitney Point village,C1,A,2700154,181915,+42.3305683,-75.9716182,583,Polygon
02391218,3682084,Williamsville village,C1,A,3258137,24804,+42.9582503,-78.7395198,584,Polygon
02391219,3682117,Williston Park village,C1,A,1621989,0,+40.7587561,-73.6465877,585,Polygon
02391220,3682359,Wilson village,C1,A,2105910,493375,+43.3146725,-78.8284474,586,Polygon
02391221,3682524,Windsor village,C1,A,2847434,174368,+42.0772459,-75.6405145,587,Polygon
02391223,3682678,Wolcott village,C1,A,5044329,49590,+43.2227847,-76.8121332,588,Polygon
02391224,3682750,Woodbury village,C1,A,92102491,2747485,+41.3275410,-74.1021113,589,Polygon
02391225,3682953,Woodridge village,C1,A,4335235,263610,+41.7184025,-74.5799647,590,Polygon
02391226,3682986,Woodsburgh village,C1,A,876582,113033,+40.6211969,-73.7062147,591,Polygon
02391227,3683272,Wurtsboro village,C1,A,3235325,0,+41.5760927,-74.4856484,592,Polygon
02391228,3683371,Wyoming village,C1,A,1732336,0,+42.8240645,-78.0841284,593,Polygon
00979660,3684000,Yonkers city,C5,A,46634440,5850607,+40.9458622,-73.8674464,594,Polygon
02391229,3684099,Yorkville village,C1,A,1738780,0,+43.1124481,-75.2739644,595,Polygon
02391230,3684143,Youngstown village,C1,A,2799354,661720,+43.2495517,-79.0422280,596,Polygon
